Number Of Animals (sum),Gear Code,Stat Area,Species Code,Batch Year,Date of Landing (MM/DD)
1,04,24432,430 Coho Salmon,2020,07/09
1,04,24432,430 Coho Salmon,2020,07/13
1,04,24432,430 Coho Salmon,2020,07/16
2,04,24432,430 Coho Salmon,2020,07/20
11,04,24432,430 Coho Salmon,2020,07/22
1,04,24432,430 Coho Salmon,2021,07/05
2,04,24432,430 Coho Salmon,2021,07/08
5,04,24432,430 Coho Salmon,2021,07/12
5,04,24432,430 Coho Salmon,2021,07/13
4,04,24432,430 Coho Salmon,2021,07/14
1,04,24432,430 Coho Salmon,2021,07/15
5,04,24432,430 Coho Salmon,2021,07/19
2,04,24432,430 Coho Salmon,2021,07/20
2,04,24432,430 Coho Salmon,2022,07/14
10,04,24441,430 Coho Salmon,2005,07/11
8,04,24441,430 Coho Salmon,2005,07/12
11,04,24441,430 Coho Salmon,2005,07/13
19,04,24441,430 Coho Salmon,2005,07/14
80,04,24441,430 Coho Salmon,2005,07/16
131,04,24441,430 Coho Salmon,2005,07/18
54,04,24441,430 Coho Salmon,2005,07/19
51,04,24441,430 Coho Salmon,2005,07/20
73,04,24441,430 Coho Salmon,2005,07/21
90,04,24441,430 Coho Salmon,2005,07/23
120,04,24441,430 Coho Salmon,2005,07/24
65,04,24441,430 Coho Salmon,2005,07/25
107,04,24441,430 Coho Salmon,2005,07/26
125,04,24441,430 Coho Salmon,2005,07/27
1164,04,24441,430 Coho Salmon,2005,07/28
614,04,24441,430 Coho Salmon,2005,07/30
722,04,24441,430 Coho Salmon,2005,07/31
424,04,24441,430 Coho Salmon,2005,08/01
128,04,24441,430 Coho Salmon,2005,08/03
203,04,24441,430 Coho Salmon,2005,08/04
322,04,24441,430 Coho Salmon,2005,08/06
526,04,24441,430 Coho Salmon,2005,08/07
486,04,24441,430 Coho Salmon,2005,08/08
465,04,24441,430 Coho Salmon,2005,08/09
624,04,24441,430 Coho Salmon,2005,08/10
67,04,24441,430 Coho Salmon,2006,07/10
467,04,24441,430 Coho Salmon,2006,07/13
75,04,24441,430 Coho Salmon,2006,07/17
687,04,24441,430 Coho Salmon,2006,07/31
247,04,24441,430 Coho Salmon,2006,08/01
329,04,24441,430 Coho Salmon,2006,08/02
409,04,24441,430 Coho Salmon,2006,08/04
920,04,24441,430 Coho Salmon,2006,08/05
907,04,24441,430 Coho Salmon,2006,08/06
947,04,24441,430 Coho Salmon,2006,08/07
384,04,24441,430 Coho Salmon,2006,08/08
1110,04,24441,430 Coho Salmon,2006,08/09
38,04,24441,430 Coho Salmon,2007,07/09
33,04,24441,430 Coho Salmon,2007,07/12
345,04,24441,430 Coho Salmon,2007,07/16
673,04,24441,430 Coho Salmon,2007,07/19
224,04,24441,430 Coho Salmon,2007,07/21
230,04,24441,430 Coho Salmon,2007,07/22
327,04,24441,430 Coho Salmon,2007,07/23
812,04,24441,430 Coho Salmon,2007,07/26
99,04,24441,430 Coho Salmon,2007,07/28
477,04,24441,430 Coho Salmon,2007,07/30
479,04,24441,430 Coho Salmon,2007,07/31
374,04,24441,430 Coho Salmon,2007,08/01
244,04,24441,430 Coho Salmon,2007,08/02
290,04,24441,430 Coho Salmon,2007,08/05
691,04,24441,430 Coho Salmon,2007,08/06
924,04,24441,430 Coho Salmon,2007,08/07
274,04,24441,430 Coho Salmon,2007,08/08
487,04,24441,430 Coho Salmon,2007,08/09
37,04,24441,430 Coho Salmon,2008,07/10
1030,04,24441,430 Coho Salmon,2008,07/14
572,04,24441,430 Coho Salmon,2008,07/17
920,04,24441,430 Coho Salmon,2008,07/21
283,04,24441,430 Coho Salmon,2008,07/24
22,04,24441,430 Coho Salmon,2009,07/09
35,04,24441,430 Coho Salmon,2009,07/13
34,04,24441,430 Coho Salmon,2009,07/16
59,04,24441,430 Coho Salmon,2009,07/20
171,04,24441,430 Coho Salmon,2009,07/23
420,04,24441,430 Coho Salmon,2009,08/01
398,04,24441,430 Coho Salmon,2009,08/03
1301,04,24441,430 Coho Salmon,2009,08/06
2163,04,24441,430 Coho Salmon,2009,08/10
22,04,24441,430 Coho Salmon,2010,07/08
436,04,24441,430 Coho Salmon,2010,07/12
914,04,24441,430 Coho Salmon,2010,07/15
707,04,24441,430 Coho Salmon,2010,07/19
98,04,24441,430 Coho Salmon,2010,07/21
691,04,24441,430 Coho Salmon,2010,07/22
339,04,24441,430 Coho Salmon,2010,07/24
774,04,24441,430 Coho Salmon,2010,07/25
499,04,24441,430 Coho Salmon,2010,07/26
610,04,24441,430 Coho Salmon,2010,07/28
607,04,24441,430 Coho Salmon,2010,07/29
536,04,24441,430 Coho Salmon,2010,07/31
961,04,24441,430 Coho Salmon,2010,08/02
497,04,24441,430 Coho Salmon,2010,08/03
719,04,24441,430 Coho Salmon,2010,08/04
542,04,24441,430 Coho Salmon,2010,08/05
1150,04,24441,430 Coho Salmon,2010,08/08
700,04,24441,430 Coho Salmon,2010,08/09
386,04,24441,430 Coho Salmon,2010,08/10
1004,04,24441,430 Coho Salmon,2010,08/12
19,04,24441,430 Coho Salmon,2011,07/11
59,04,24441,430 Coho Salmon,2011,07/14
139,04,24441,430 Coho Salmon,2011,07/16
100,04,24441,430 Coho Salmon,2011,07/18
130,04,24441,430 Coho Salmon,2011,07/20
224,04,24441,430 Coho Salmon,2011,07/21
439,04,24441,430 Coho Salmon,2011,07/23
1574,04,24441,430 Coho Salmon,2011,07/24
263,04,24441,430 Coho Salmon,2011,07/25
240,04,24441,430 Coho Salmon,2011,07/27
171,04,24441,430 Coho Salmon,2011,07/28
228,04,24441,430 Coho Salmon,2011,07/30
274,04,24441,430 Coho Salmon,2011,07/31
360,04,24441,430 Coho Salmon,2011,08/01
207,04,24441,430 Coho Salmon,2011,08/02
374,04,24441,430 Coho Salmon,2011,08/04
524,04,24441,430 Coho Salmon,2011,08/06
646,04,24441,430 Coho Salmon,2011,08/07
13,04,24441,430 Coho Salmon,2012,07/16
502,04,24441,430 Coho Salmon,2012,08/06
752,04,24441,430 Coho Salmon,2012,08/09
21,04,24441,430 Coho Salmon,2012,08/12
564,04,24441,430 Coho Salmon,2012,08/13
36,04,24441,430 Coho Salmon,2013,07/08
54,04,24441,430 Coho Salmon,2013,07/11
176,04,24441,430 Coho Salmon,2013,07/15
102,04,24441,430 Coho Salmon,2013,07/18
103,04,24441,430 Coho Salmon,2013,07/20
137,04,24441,430 Coho Salmon,2013,07/23
10,04,24441,430 Coho Salmon,2014,07/09
141,04,24441,430 Coho Salmon,2014,07/17
74,04,24441,430 Coho Salmon,2014,07/23
343,04,24441,430 Coho Salmon,2014,08/02
503,04,24441,430 Coho Salmon,2014,08/04
1362,04,24441,430 Coho Salmon,2014,08/06
66,04,24441,430 Coho Salmon,2015,07/09
27,04,24441,430 Coho Salmon,2015,07/11
77,04,24441,430 Coho Salmon,2015,07/14
179,04,24441,430 Coho Salmon,2015,07/16
108,04,24441,430 Coho Salmon,2015,07/20
384,04,24441,430 Coho Salmon,2015,07/23
226,04,24441,430 Coho Salmon,2015,07/25
466,04,24441,430 Coho Salmon,2015,07/26
124,04,24441,430 Coho Salmon,2015,07/27
122,04,24441,430 Coho Salmon,2015,07/29
109,04,24441,430 Coho Salmon,2015,07/30
184,04,24441,430 Coho Salmon,2015,08/01
261,04,24441,430 Coho Salmon,2015,08/02
303,04,24441,430 Coho Salmon,2015,08/03
403,04,24441,430 Coho Salmon,2015,08/05
247,04,24441,430 Coho Salmon,2015,08/06
546,04,24441,430 Coho Salmon,2015,08/08
370,04,24441,430 Coho Salmon,2015,08/09
385,04,24441,430 Coho Salmon,2015,08/10
468,04,24441,430 Coho Salmon,2015,08/12
84,04,24441,430 Coho Salmon,2016,07/11
14,04,24441,430 Coho Salmon,2016,07/12
30,04,24441,430 Coho Salmon,2016,07/13
39,04,24441,430 Coho Salmon,2016,07/14
27,04,24441,430 Coho Salmon,2016,07/16
28,04,24441,430 Coho Salmon,2016,07/17
37,04,24441,430 Coho Salmon,2016,07/18
59,04,24441,430 Coho Salmon,2016,07/19
185,04,24441,430 Coho Salmon,2016,07/21
27,04,24441,430 Coho Salmon,2016,07/23
47,04,24441,430 Coho Salmon,2016,07/24
109,04,24441,430 Coho Salmon,2016,07/25
181,04,24441,430 Coho Salmon,2016,07/28
346,04,24441,430 Coho Salmon,2016,08/01
300,04,24441,430 Coho Salmon,2016,08/03
278,04,24441,430 Coho Salmon,2016,08/05
500,04,24441,430 Coho Salmon,2016,08/07
909,04,24441,430 Coho Salmon,2016,08/09
45,04,24441,430 Coho Salmon,2016,08/10
19,04,24441,430 Coho Salmon,2017,07/10
23,04,24441,430 Coho Salmon,2017,07/12
108,04,24441,430 Coho Salmon,2017,07/13
88,04,24441,430 Coho Salmon,2017,07/15
4,04,24441,430 Coho Salmon,2017,07/16
192,04,24441,430 Coho Salmon,2017,07/17
173,04,24441,430 Coho Salmon,2017,07/20
690,04,24441,430 Coho Salmon,2017,07/29
71,04,24441,430 Coho Salmon,2017,07/30
650,04,24441,430 Coho Salmon,2017,07/31
1851,04,24441,430 Coho Salmon,2017,08/03
1507,04,24441,430 Coho Salmon,2017,08/07
834,04,24441,430 Coho Salmon,2017,08/09
1681,04,24441,430 Coho Salmon,2017,08/10
1658,04,24441,430 Coho Salmon,2017,08/14
62,04,24441,430 Coho Salmon,2018,07/09
200,04,24441,430 Coho Salmon,2018,07/12
136,04,24441,430 Coho Salmon,2018,07/23
40,04,24441,430 Coho Salmon,2019,07/08
17,04,24441,430 Coho Salmon,2019,07/09
120,04,24441,430 Coho Salmon,2019,07/11
100,04,24441,430 Coho Salmon,2019,07/15
150,04,24441,430 Coho Salmon,2019,07/18
91,04,24441,430 Coho Salmon,2019,07/22
1,04,24441,430 Coho Salmon,2019,07/23
81,04,24441,430 Coho Salmon,2019,07/25
10,04,24441,430 Coho Salmon,2019,07/26
108,04,24441,430 Coho Salmon,2019,07/28
104,04,24441,430 Coho Salmon,2019,07/29
93,04,24441,430 Coho Salmon,2019,07/31
119,04,24441,430 Coho Salmon,2019,08/01
87,04,24441,430 Coho Salmon,2019,08/03
23,04,24441,430 Coho Salmon,2019,08/04
2,04,24441,430 Coho Salmon,2020,07/09
4,04,24441,430 Coho Salmon,2020,07/13
8,04,24441,430 Coho Salmon,2020,07/15
13,04,24441,430 Coho Salmon,2020,07/20
31,04,24441,430 Coho Salmon,2020,07/22
4,04,24441,430 Coho Salmon,2021,07/08
1,04,24441,430 Coho Salmon,2021,07/09
3,04,24441,430 Coho Salmon,2021,07/12
14,04,24441,430 Coho Salmon,2021,07/15
75,04,24441,430 Coho Salmon,2021,07/19
36,04,24441,430 Coho Salmon,2021,07/20
2,04,24441,430 Coho Salmon,2022,07/11
12,04,24441,430 Coho Salmon,2022,07/14
13,04,24442,430 Coho Salmon,2005,07/11
32,04,24442,430 Coho Salmon,2005,07/12
18,04,24442,430 Coho Salmon,2005,07/13
10,04,24442,430 Coho Salmon,2005,07/14
160,04,24442,430 Coho Salmon,2005,07/16
531,04,24442,430 Coho Salmon,2005,07/18
34,04,24442,430 Coho Salmon,2005,07/19
101,04,24442,430 Coho Salmon,2005,07/20
202,04,24442,430 Coho Salmon,2005,07/21
237,04,24442,430 Coho Salmon,2005,07/23
211,04,24442,430 Coho Salmon,2005,07/24
166,04,24442,430 Coho Salmon,2005,07/25
120,04,24442,430 Coho Salmon,2005,07/26
119,04,24442,430 Coho Salmon,2005,07/27
310,04,24442,430 Coho Salmon,2005,07/28
280,04,24442,430 Coho Salmon,2005,07/30
377,04,24442,430 Coho Salmon,2005,07/31
445,04,24442,430 Coho Salmon,2005,08/01
118,04,24442,430 Coho Salmon,2005,08/03
156,04,24442,430 Coho Salmon,2005,08/04
212,04,24442,430 Coho Salmon,2005,08/06
316,04,24442,430 Coho Salmon,2005,08/07
395,04,24442,430 Coho Salmon,2005,08/08
129,04,24442,430 Coho Salmon,2005,08/09
476,04,24442,430 Coho Salmon,2005,08/10
54,04,24442,430 Coho Salmon,2006,07/10
113,04,24442,430 Coho Salmon,2006,07/13
417,04,24442,430 Coho Salmon,2006,07/17
361,04,24442,430 Coho Salmon,2006,07/31
94,04,24442,430 Coho Salmon,2006,08/01
113,04,24442,430 Coho Salmon,2006,08/02
106,04,24442,430 Coho Salmon,2006,08/04
327,04,24442,430 Coho Salmon,2006,08/05
468,04,24442,430 Coho Salmon,2006,08/06
315,04,24442,430 Coho Salmon,2006,08/07
239,04,24442,430 Coho Salmon,2006,08/08
266,04,24442,430 Coho Salmon,2006,08/09
44,04,24442,430 Coho Salmon,2007,07/09
20,04,24442,430 Coho Salmon,2007,07/12
118,04,24442,430 Coho Salmon,2007,07/16
472,04,24442,430 Coho Salmon,2007,07/19
209,04,24442,430 Coho Salmon,2007,07/21
215,04,24442,430 Coho Salmon,2007,07/22
675,04,24442,430 Coho Salmon,2007,07/23
639,04,24442,430 Coho Salmon,2007,07/26
117,04,24442,430 Coho Salmon,2007,07/28
244,04,24442,430 Coho Salmon,2007,07/30
225,04,24442,430 Coho Salmon,2007,07/31
263,04,24442,430 Coho Salmon,2007,08/01
171,04,24442,430 Coho Salmon,2007,08/02
290,04,24442,430 Coho Salmon,2007,08/05
514,04,24442,430 Coho Salmon,2007,08/06
387,04,24442,430 Coho Salmon,2007,08/07
48,04,24442,430 Coho Salmon,2007,08/08
213,04,24442,430 Coho Salmon,2007,08/09
50,04,24442,430 Coho Salmon,2008,07/10
1329,04,24442,430 Coho Salmon,2008,07/14
892,04,24442,430 Coho Salmon,2008,07/17
587,04,24442,430 Coho Salmon,2008,07/21
106,04,24442,430 Coho Salmon,2008,07/24
5,04,24442,430 Coho Salmon,2009,07/09
28,04,24442,430 Coho Salmon,2009,07/13
28,04,24442,430 Coho Salmon,2009,07/16
102,04,24442,430 Coho Salmon,2009,07/20
160,04,24442,430 Coho Salmon,2009,07/23
339,04,24442,430 Coho Salmon,2009,08/01
329,04,24442,430 Coho Salmon,2009,08/03
527,04,24442,430 Coho Salmon,2009,08/06
605,04,24442,430 Coho Salmon,2009,08/10
15,04,24442,430 Coho Salmon,2010,07/08
224,04,24442,430 Coho Salmon,2010,07/12
554,04,24442,430 Coho Salmon,2010,07/15
546,04,24442,430 Coho Salmon,2010,07/19
98,04,24442,430 Coho Salmon,2010,07/21
203,04,24442,430 Coho Salmon,2010,07/22
173,04,24442,430 Coho Salmon,2010,07/24
241,04,24442,430 Coho Salmon,2010,07/25
200,04,24442,430 Coho Salmon,2010,07/26
297,04,24442,430 Coho Salmon,2010,07/28
292,04,24442,430 Coho Salmon,2010,07/29
326,04,24442,430 Coho Salmon,2010,07/31
494,04,24442,430 Coho Salmon,2010,08/02
283,04,24442,430 Coho Salmon,2010,08/03
432,04,24442,430 Coho Salmon,2010,08/04
329,04,24442,430 Coho Salmon,2010,08/05
592,04,24442,430 Coho Salmon,2010,08/08
721,04,24442,430 Coho Salmon,2010,08/09
53,04,24442,430 Coho Salmon,2010,08/10
431,04,24442,430 Coho Salmon,2010,08/12
19,04,24442,430 Coho Salmon,2011,07/11
40,04,24442,430 Coho Salmon,2011,07/14
146,04,24442,430 Coho Salmon,2011,07/16
129,04,24442,430 Coho Salmon,2011,07/18
122,04,24442,430 Coho Salmon,2011,07/20
191,04,24442,430 Coho Salmon,2011,07/21
628,04,24442,430 Coho Salmon,2011,07/23
1030,04,24442,430 Coho Salmon,2011,07/24
290,04,24442,430 Coho Salmon,2011,07/25
338,04,24442,430 Coho Salmon,2011,07/27
161,04,24442,430 Coho Salmon,2011,07/28
219,04,24442,430 Coho Salmon,2011,07/30
168,04,24442,430 Coho Salmon,2011,07/31
344,04,24442,430 Coho Salmon,2011,08/01
157,04,24442,430 Coho Salmon,2011,08/02
266,04,24442,430 Coho Salmon,2011,08/04
245,04,24442,430 Coho Salmon,2011,08/06
402,04,24442,430 Coho Salmon,2011,08/07
22,04,24442,430 Coho Salmon,2012,07/16
244,04,24442,430 Coho Salmon,2012,08/06
372,04,24442,430 Coho Salmon,2012,08/09
253,04,24442,430 Coho Salmon,2012,08/13
34,04,24442,430 Coho Salmon,2013,07/08
49,04,24442,430 Coho Salmon,2013,07/11
250,04,24442,430 Coho Salmon,2013,07/15
47,04,24442,430 Coho Salmon,2013,07/18
90,04,24442,430 Coho Salmon,2013,07/20
149,04,24442,430 Coho Salmon,2013,07/23
28,04,24442,430 Coho Salmon,2014,07/09
106,04,24442,430 Coho Salmon,2014,07/17
91,04,24442,430 Coho Salmon,2014,07/23
197,04,24442,430 Coho Salmon,2014,08/02
315,04,24442,430 Coho Salmon,2014,08/04
745,04,24442,430 Coho Salmon,2014,08/06
61,04,24442,430 Coho Salmon,2015,07/09
47,04,24442,430 Coho Salmon,2015,07/11
162,04,24442,430 Coho Salmon,2015,07/14
391,04,24442,430 Coho Salmon,2015,07/16
138,04,24442,430 Coho Salmon,2015,07/20
692,04,24442,430 Coho Salmon,2015,07/23
192,04,24442,430 Coho Salmon,2015,07/25
145,04,24442,430 Coho Salmon,2015,07/26
241,04,24442,430 Coho Salmon,2015,07/27
232,04,24442,430 Coho Salmon,2015,07/29
206,04,24442,430 Coho Salmon,2015,07/30
197,04,24442,430 Coho Salmon,2015,08/01
229,04,24442,430 Coho Salmon,2015,08/02
260,04,24442,430 Coho Salmon,2015,08/03
261,04,24442,430 Coho Salmon,2015,08/05
190,04,24442,430 Coho Salmon,2015,08/06
332,04,24442,430 Coho Salmon,2015,08/08
305,04,24442,430 Coho Salmon,2015,08/09
380,04,24442,430 Coho Salmon,2015,08/10
331,04,24442,430 Coho Salmon,2015,08/12
80,04,24442,430 Coho Salmon,2016,07/11
13,04,24442,430 Coho Salmon,2016,07/12
23,04,24442,430 Coho Salmon,2016,07/13
30,04,24442,430 Coho Salmon,2016,07/14
23,04,24442,430 Coho Salmon,2016,07/16
21,04,24442,430 Coho Salmon,2016,07/17
59,04,24442,430 Coho Salmon,2016,07/18
22,04,24442,430 Coho Salmon,2016,07/19
149,04,24442,430 Coho Salmon,2016,07/21
21,04,24442,430 Coho Salmon,2016,07/23
19,04,24442,430 Coho Salmon,2016,07/24
111,04,24442,430 Coho Salmon,2016,07/25
105,04,24442,430 Coho Salmon,2016,07/28
140,04,24442,430 Coho Salmon,2016,08/01
125,04,24442,430 Coho Salmon,2016,08/03
212,04,24442,430 Coho Salmon,2016,08/05
151,04,24442,430 Coho Salmon,2016,08/07
522,04,24442,430 Coho Salmon,2016,08/09
47,04,24442,430 Coho Salmon,2016,08/10
4,04,24442,430 Coho Salmon,2017,07/10
10,04,24442,430 Coho Salmon,2017,07/12
37,04,24442,430 Coho Salmon,2017,07/13
86,04,24442,430 Coho Salmon,2017,07/15
2,04,24442,430 Coho Salmon,2017,07/16
95,04,24442,430 Coho Salmon,2017,07/17
113,04,24442,430 Coho Salmon,2017,07/20
699,04,24442,430 Coho Salmon,2017,07/29
65,04,24442,430 Coho Salmon,2017,07/30
423,04,24442,430 Coho Salmon,2017,07/31
1007,04,24442,430 Coho Salmon,2017,08/03
960,04,24442,430 Coho Salmon,2017,08/07
529,04,24442,430 Coho Salmon,2017,08/09
690,04,24442,430 Coho Salmon,2017,08/10
788,04,24442,430 Coho Salmon,2017,08/14
74,04,24442,430 Coho Salmon,2018,07/09
2,04,24442,430 Coho Salmon,2018,07/10
64,04,24442,430 Coho Salmon,2018,07/12
13,04,24442,430 Coho Salmon,2018,07/13
313,04,24442,430 Coho Salmon,2018,07/16
20,04,24442,430 Coho Salmon,2018,07/17
173,04,24442,430 Coho Salmon,2018,07/23
55,04,24442,430 Coho Salmon,2019,07/08
10,04,24442,430 Coho Salmon,2019,07/09
113,04,24442,430 Coho Salmon,2019,07/11
169,04,24442,430 Coho Salmon,2019,07/15
219,04,24442,430 Coho Salmon,2019,07/18
8,04,24442,430 Coho Salmon,2019,07/19
131,04,24442,430 Coho Salmon,2019,07/22
63,04,24442,430 Coho Salmon,2019,07/23
70,04,24442,430 Coho Salmon,2019,07/25
30,04,24442,430 Coho Salmon,2019,07/26
235,04,24442,430 Coho Salmon,2019,07/28
153,04,24442,430 Coho Salmon,2019,07/29
60,04,24442,430 Coho Salmon,2019,07/30
156,04,24442,430 Coho Salmon,2019,07/31
324,04,24442,430 Coho Salmon,2019,08/01
75,04,24442,430 Coho Salmon,2019,08/02
146,04,24442,430 Coho Salmon,2019,08/03
88,04,24442,430 Coho Salmon,2019,08/04
1,04,24442,430 Coho Salmon,2020,07/13
8,04,24442,430 Coho Salmon,2020,07/15
14,04,24442,430 Coho Salmon,2020,07/20
1,04,24442,430 Coho Salmon,2020,07/21
89,04,24442,430 Coho Salmon,2020,07/22
4,04,24442,430 Coho Salmon,2021,07/08
4,04,24442,430 Coho Salmon,2021,07/09
9,04,24442,430 Coho Salmon,2021,07/12
93,04,24442,430 Coho Salmon,2021,07/13
12,04,24442,430 Coho Salmon,2021,07/15
144,04,24442,430 Coho Salmon,2021,07/16
115,04,24442,430 Coho Salmon,2021,07/19
144,04,24442,430 Coho Salmon,2021,07/20
6,04,24442,430 Coho Salmon,2021,07/21
5,04,24442,430 Coho Salmon,2022,07/11
2,04,24442,430 Coho Salmon,2022,07/14
1,04,24510,430 Coho Salmon,2005,07/11
4,04,24510,430 Coho Salmon,2005,07/18
13,04,24510,430 Coho Salmon,2005,08/22
291,04,24510,430 Coho Salmon,2006,07/13
158,04,24510,430 Coho Salmon,2008,08/25
81,04,24510,430 Coho Salmon,2008,08/27
6,04,24510,430 Coho Salmon,2010,08/27
39,04,24510,430 Coho Salmon,2010,09/01
28,04,24510,430 Coho Salmon,2010,09/03
12,04,24510,430 Coho Salmon,2012,08/09
50,04,24510,430 Coho Salmon,2012,08/13
45,04,24510,430 Coho Salmon,2013,08/01
116,04,24510,430 Coho Salmon,2013,08/12
160,04,24510,430 Coho Salmon,2013,08/15
386,04,24510,430 Coho Salmon,2013,08/19
24,04,24510,430 Coho Salmon,2013,08/23
12,04,24510,430 Coho Salmon,2015,08/13
10,04,24510,430 Coho Salmon,2015,08/17
180,04,24510,430 Coho Salmon,2016,08/11
2,04,24510,430 Coho Salmon,2017,07/28
73,04,24510,430 Coho Salmon,2018,07/30
72,04,24510,430 Coho Salmon,2018,08/07
137,04,24510,430 Coho Salmon,2018,08/10
206,04,24510,430 Coho Salmon,2018,08/15
189,04,24510,430 Coho Salmon,2018,08/21
223,04,24510,430 Coho Salmon,2018,08/28
142,04,24510,430 Coho Salmon,2019,08/13
88,04,24510,430 Coho Salmon,2019,08/16
51,04,24510,430 Coho Salmon,2020,08/03
65,04,24510,430 Coho Salmon,2020,08/11
304,04,24510,430 Coho Salmon,2020,08/14
544,04,24510,430 Coho Salmon,2020,08/17
31,04,24510,430 Coho Salmon,2020,08/20
54,04,24510,430 Coho Salmon,2021,08/26
83,04,24510,430 Coho Salmon,2021,08/27
66,04,24510,430 Coho Salmon,2022,08/11
23,04,24510,430 Coho Salmon,2022,08/15
22,04,24510,430 Coho Salmon,2022,08/20
44,04,24510,430 Coho Salmon,2023,08/14
15,04,24510,430 Coho Salmon,2023,08/18
24,04,24510,430 Coho Salmon,2024,08/07
1,04,24530,430 Coho Salmon,2005,06/27
12,04,24530,430 Coho Salmon,2005,06/29
1,04,24530,430 Coho Salmon,2005,06/30
1,04,24530,430 Coho Salmon,2005,07/02
1,04,24530,430 Coho Salmon,2005,07/03
1,04,24530,430 Coho Salmon,2005,07/04
4,04,24530,430 Coho Salmon,2005,07/05
1,04,24530,430 Coho Salmon,2005,07/06
6,04,24530,430 Coho Salmon,2005,07/07
20,04,24530,430 Coho Salmon,2005,07/08
7,04,24530,430 Coho Salmon,2005,07/09
14,04,24530,430 Coho Salmon,2005,07/11
23,04,24530,430 Coho Salmon,2005,07/12
84,04,24530,430 Coho Salmon,2005,07/14
92,04,24530,430 Coho Salmon,2005,07/16
105,04,24530,430 Coho Salmon,2005,07/17
25,04,24530,430 Coho Salmon,2005,07/18
26,04,24530,430 Coho Salmon,2005,07/19
126,04,24530,430 Coho Salmon,2005,07/21
369,04,24530,430 Coho Salmon,2005,07/23
274,04,24530,430 Coho Salmon,2005,07/25
537,04,24530,430 Coho Salmon,2005,07/28
196,04,24530,430 Coho Salmon,2005,07/29
295,04,24530,430 Coho Salmon,2005,07/30
215,04,24530,430 Coho Salmon,2005,08/01
153,04,24530,430 Coho Salmon,2005,08/03
449,04,24530,430 Coho Salmon,2005,08/04
718,04,24530,430 Coho Salmon,2005,08/05
563,04,24530,430 Coho Salmon,2005,08/08
397,04,24530,430 Coho Salmon,2005,08/11
517,04,24530,430 Coho Salmon,2005,08/15
97,04,24530,430 Coho Salmon,2005,08/18
3,04,24530,430 Coho Salmon,2006,06/22
10,04,24530,430 Coho Salmon,2006,06/26
9,04,24530,430 Coho Salmon,2006,06/29
9,04,24530,430 Coho Salmon,2006,06/30
46,04,24530,430 Coho Salmon,2006,07/01
90,04,24530,430 Coho Salmon,2006,07/03
37,04,24530,430 Coho Salmon,2006,07/05
130,04,24530,430 Coho Salmon,2006,07/06
126,04,24530,430 Coho Salmon,2006,07/08
239,04,24530,430 Coho Salmon,2006,07/10
230,04,24530,430 Coho Salmon,2006,07/12
236,04,24530,430 Coho Salmon,2006,07/13
368,04,24530,430 Coho Salmon,2006,07/15
597,04,24530,430 Coho Salmon,2006,07/17
430,04,24530,430 Coho Salmon,2006,07/18
852,04,24530,430 Coho Salmon,2006,07/20
1846,04,24530,430 Coho Salmon,2006,07/22
193,04,24530,430 Coho Salmon,2006,07/24
296,04,24530,430 Coho Salmon,2006,07/25
639,04,24530,430 Coho Salmon,2006,07/26
1150,04,24530,430 Coho Salmon,2006,07/27
344,04,24530,430 Coho Salmon,2006,07/29
328,04,24530,430 Coho Salmon,2006,07/31
813,04,24530,430 Coho Salmon,2006,08/02
421,04,24530,430 Coho Salmon,2006,08/04
1145,04,24530,430 Coho Salmon,2006,08/07
352,04,24530,430 Coho Salmon,2006,08/10
267,04,24530,430 Coho Salmon,2006,08/14
569,04,24530,430 Coho Salmon,2006,08/17
393,04,24530,430 Coho Salmon,2006,08/21
269,04,24530,430 Coho Salmon,2006,08/24
184,04,24530,430 Coho Salmon,2006,08/28
3,04,24530,430 Coho Salmon,2007,06/21
42,04,24530,430 Coho Salmon,2007,06/25
4,04,24530,430 Coho Salmon,2007,06/28
1,04,24530,430 Coho Salmon,2007,07/01
32,04,24530,430 Coho Salmon,2007,07/02
36,04,24530,430 Coho Salmon,2007,07/04
61,04,24530,430 Coho Salmon,2007,07/05
73,04,24530,430 Coho Salmon,2007,07/07
50,04,24530,430 Coho Salmon,2007,07/08
83,04,24530,430 Coho Salmon,2007,07/09
48,04,24530,430 Coho Salmon,2007,07/10
161,04,24530,430 Coho Salmon,2007,07/11
93,04,24530,430 Coho Salmon,2007,07/12
103,04,24530,430 Coho Salmon,2007,07/13
30,04,24530,430 Coho Salmon,2007,07/14
7,04,24530,430 Coho Salmon,2007,07/15
100,04,24530,430 Coho Salmon,2007,07/16
489,04,24530,430 Coho Salmon,2007,07/18
187,04,24530,430 Coho Salmon,2007,07/19
298,04,24530,430 Coho Salmon,2007,07/20
130,04,24530,430 Coho Salmon,2007,07/21
